title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
"Siap Huni Rumah 2 Lantai Dekat Water Park Jogja Bay Maguwoharjo Kampus Unriyo Tajem","Rp 1,47 Miliar","5","3","N/A",": 125 m²",": 156 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Wisata","Gede Arya","Diperbarui 5 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16714496/"
"Rumah 1 Lantai Bonus Ruko Di Maguwoharjo Depok Sleman Yogyakarta","Rp 6 Miliar","7","5","10",": 495 m²",": 400 m²","Rumah","Irmasari","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16714365/"
"Dalam Cluster, Rumah Dekat Lpmp Dan Rs Panti Rini Kalasan, Sleman","Rp 550 Juta","3","1","N/A",": 100 m²",": 60 m²","Rumah, Dekat Fasilitas Kesehatan","Gede Arya","Diperbarui 5 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos16714295/"
"Hook Siap Huni, Konstruksi 2 Lantai Dekat Rsud Prambanan, Sleman","Rp 400 Juta","2","1","N/A",": 98 m²",": 50 m²","Rumah, Siap Huni","Gede Arya","Diperbarui 5 bulan yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos16714238/"
"Rumah Cantik Dekat Swalayan Pamela 7 Purwomartani","Rp 480 Juta","2","1","N/A",": 81 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan","Gede Arya","Diperbarui 4 bulan yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos16714180/"
"Dijual Rumah Cantik 2Lantai Full Furnished Strategis Dekat RS JIH","Rp 1,9 Miliar","3","3","1",": 128 m²",": 188 m²","Rumah","Brigitta Yulia","Diperbarui 6 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos16714147/"
"Rumah tinggal Dalam Perumahan Bale Ayem Pandanaran Dekat Kampus UII","Rp 750 Juta","3","1","N/A",": 125 m²",": 65 m²","Rumah, Dekat Sekolah, Dekat Landmark","DIAH ASIH T.H","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16714118/"
"Rumah Lokasi Premium di Pasekan Maguwoharjo, Dekat Lotte Mart Rs Hermina","Rp 715 Juta","3","2","N/A",": 100 m²",": 80 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Gede Arya","Diperbarui 6 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16714073/"
"Dijual Rumah Minimalis Cocok Untuk Usaha Homestay Area Malioboro","Rp 2,5 Miliar","6","2","N/A",": 120 m²",": 120 m²","Rumah","Brigitta Yulia","Diperbarui 6 bulan yang lalu oleh","Gedong Tengen, Yogyakarta","/properti/yogyakarta/hos16714042/"
"Di Jual Rumah Baru Minimalis SHM Kulonprogo","Rp 347 Juta","2","1","1",": 70 m²",": 36 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan","Kirana","Diperbarui 6 bulan yang lalu oleh","Sentolo, Kulon Progo","/properti/kulon-progo/hos16713982/"
"Dijual Rumah 1 Lantai Minimalis Modern di Yogyakarta","Rp 760 Juta","2","1","1",": 97 m²",": 48 m²","Rumah","panca pamungkas","Diperbarui 6 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos16712999/"
"Rumah Scandinavian Murah Di Jogja Dekat Banget Fasilitas Publik","Rp 300 Juta","2","1","1",": 66 m²",": 36 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Rifaza Core","Diperbarui 6 bulan yang lalu oleh","Jetis, Bantul","/properti/bantul/hos16077193/"
"RUMAH SIAP HUNI DLM PERUMAHAN KAMPUNG AMBARRUKMO","Rp 999 Juta","3","2","N/A",": 104 m²",": 80 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","SUNTORO HGCN","Diperbarui 3 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16712428/"
"Rumah Bagus Komplek Perum Dekat Kampus Mercubuana Jl. Wates Km 6","Rp 1,65 Miliar","2","2","1",": 135 m²",": 115 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Mira Jogja","Diperbarui 1 hari yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16712309/"
"Dijual Murah Rumah 2 Lantai di Perum Jambusari Indah, Ngemplak, Sleman, Yogyakarta 028 Co 037","Rp 1,15 Miliar","3","2","1",": 129 m²",": 129 m²","Rumah","evi ervian","Diperbarui 6 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16712025/"
"Rumah Murah Siap Bangun, Dekat Kampus Sanata Dharma","Rp 775 Juta","2","1","1",": 70 m²",": 45 m²","Rumah","Muhammad Toha","Diperbarui 6 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16711914/"
"Dijual Murah Rumah 2 Lantai di Perum Jambusari Indah, Ngemplak, Sleman, Yogyakarta 028 Co 037","Rp 1,15 Miliar","3","2","1",": 129 m²",": 129 m²","Rumah","Fani","Diperbarui 6 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16711881/"
"Beli Rumah Mewah di Jogja Cicilan Ringan","Rp 2,36 Miliar","4","3","N/A",": 182 m²",": 125 m²","Rumah, Dekat Sekolah","sahabat.property31","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16711848/"
"Dijual Rumah 1 Lantai Modern Minimalis di Kota Yogya","Rp 760 Juta","2","1","1",": 97 m²",": 48 m²","Rumah","panca pamungkas","Diperbarui 6 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos16711572/"
"Dijual Murah Rumah 2 Lantai di Perum Jambusari Indah, Ngemplak, Sleman, Yogyakarta 028 Co 037","Rp 1,15 Miliar","3","2","1",": 129 m²",": 129 m²","Rumah","Suci P","Diperbarui 6 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16711669/"
"Dijual Murah Kost Full Penghuni, Depan Kampus Uii Ekonomi Condongcatur","Rp 7,5 Miliar","22","22","10",": 753 m²",": 800 m²","Rumah","Muhammad Toha","Diperbarui 6 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos16711664/"
"Graha Shaka Seyegan Belakang Rs Atturots Diskon Puluhan Juta","Rp 493 Juta","3","1","1",": 91 m²",": 59 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan","Nurul","Diperbarui 6 bulan yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos16711576/"
"RUMAH INDUK + RUMAH KOST DENGAN LUAS 1115, DI DAERAH MERGANGSAN, YOGYAKARTA.","Rp 7 Miliar","13","6","N/A",": 1115 m²",": 346 m²","Rumah","FIRDAUS HADNAST","Diperbarui 1 bulan yang lalu oleh","Mergangsan, Yogyakarta","/properti/yogyakarta/hos16711535/"
"Dijual Murah Rumah 2 Lantai di Perum Jambusari Indah, Ngemplak, Sleman, Yogyakarta 028 Co 037","Rp 1,15 Miliar","3","2","1",": 129 m²",": 129 m²","Rumah","Desy","Diperbarui 6 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16711458/"
"Dijual Murah Rumah 2 Lantai di Perum Jambusari Indah, Ngemplak, Sleman, Yogyakarta 028 Co 037","Rp 1,15 Miliar","3","2","1",": 129 m²",": 129 m²","Rumah","Lastry","Diperbarui 6 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16711185/"
"Utara Pasar Godean Dekat Rumah Sakit Atturots Seyegan Sleman","Rp 490 Juta","3","1","1",": 90 m²",": 52 m²","Rumah, Subsidi, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan","Nurul","Diperbarui 6 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos16711007/"
"Rumah Bagus SHM di Wonosari","Rp 374 Juta","2","1","1",": 69 m²",": 41 m²","Rumah, Dekat Tempat Wisata","Abdurrahman Albatawi","Diperbarui 6 bulan yang lalu oleh","Playen, Gunung Kidul","/properti/gunung-kidul/hos16710913/"
"Rumah SHM di Wonosari Raya Bagus nyaman banget pokonya dijamin pada betah","Rp 383 Juta","2","1","1",": 73 m²",": 41 m²","Rumah, Dekat Tempat Wisata","Abdurrahman Albatawi","Diperbarui 6 bulan yang lalu oleh","Playen, Gunung Kidul","/properti/gunung-kidul/hos16710790/"
"Rumah Gejayan Sleman Yogyakarta","Rp 2,5 Miliar","5","2","N/A",": 132 m²",": 202 m²","Rumah","Joana ana","Diperbarui 2 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos16710263/"
"Rumah Cantik Minimalis Strategis Jalan Kaliurang 10 menit Kampus UII","Rp 650 Juta","3","2","1",": 97 m²",": 61 m²","Rumah, Dekat Sekolah, Dekat Landmark","Gunawan Widi","Diperbarui 4 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16709482/"
"Rumah dalam perum jalan kebon agung dekat mall sch jcm ugm uty","Rp 2 Miliar","2","2","2",": 176 m²",": 100 m²","Rumah","Nanang Jogja ID Property","Diperbarui 6 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16709061/"
"Rumah Lingkungan Perumahan Bonus Furniture di Maguwoharjo","Rp 1,3 Miliar","3","2","N/A",": 131 m²",": 78 m²","Rumah, Dekat Sekolah","Sulis bayu jati","Diperbarui 6 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16709115/"
"Rumah Bagus Dekat Pasar Cebongan di Mlati, Sleman","Rp 725 Juta","3","2","N/A",": 65 m²",": 114 m²","Rumah, Dekat Pusat Perbelanjaan","Sulis bayu jati","Diperbarui 6 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16709071/"
"Rumah di Jual Baru Jogya, 2 Lantai Lengkap Kolam Renang SHM","Rp 3,2 Miliar","4","3","2",": 225 m²",": 155 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan","Kirana","Diperbarui 6 bulan yang lalu oleh","Purwomartani , Sleman","/properti/sleman/hos16709041/"
"Rumah Dijual di Yogyakarta","Rp 1,82 Miliar","3","2","1",": 140 m²",": 158 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Arif Faiza","Diperbarui 6 bulan yang lalu oleh","Kraton, Yogyakarta","/properti/yogyakarta/hos16708883/"
"Promo Dijual Rumah Smarthome Bisa Kpr Tanpa Bank Di Sedayu Jogja","Rp 275 Juta","2","1","1",": 60 m²",": 30 m²","Rumah","Kawan Property","Diperbarui 2 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16708481/"
"Dijual Rumah Strategis Sewon Area","Rp 950 Juta","6","2","N/A",": 205 m²",": 205 m²","Rumah","Nugroho sp putro","Diperbarui 6 bulan yang lalu oleh","Sewon, Bantul","/properti/bantul/hos16707784/"
"RUMAH ASRI DAN STRATEGIS COCOK UNTUK KANTOR","Rp 1,9 Miliar","4","4","N/A",": 140 m²",": 240 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Kaliurang, Sleman","/properti/sleman/hos16707316/"
"RUMAH KLASIK BONUS TEMPAT USAHA SELANGKAH KE MALIOBORO","Rp 25 Miliar","5","6","N/A",": 1736 m²","N/A","Rumah, Dekat Akses Transportasi, Dekat Tempat Ibadah","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Pakualaman, Yogyakarta","/properti/yogyakarta/hos16707315/"
"RUMAH ASRI DI BAWAH GUNUNG MERAPI","Rp 1,3 Miliar","3","2","N/A",": 140 m²",": 90 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16707312/"
"KAVLING SIAP BANGUN DEPAN BANDARA ADISUCIPTO","Rp 1,5 Miliar","3","2","N/A",": 104 m²",": 90 m²","Rumah, Dekat Akses Transportasi","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16707306/"
"VILLA MEWAH SELANGKAH DARI BANDARA","Rp 2,95 Miliar","5","6","N/A",": 126 m²",": 210 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16707305/"
"RUMAH BARU SIAP HUNI DEKAT BALAIKOTA YOGYAKARTA","Rp 4 Miliar","13","8","N/A",": 418 m²",": 350 m²","Rumah, Siap Huni, Dekat Sekolah","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos16707301/"
"RUMAH BARU DALAM PERUMAHAN DEKAT KAMPUS UII KALIURANG","Rp 2,5 Miliar","4","2","N/A",": 250 m²",": 180 m²","Rumah, Dekat Sekolah, Dekat Landmark","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16707298/"
"RUMAH SUASANA PEDESAAN DEKAT PASAR BIBIS GODEAN","Rp 510 Juta","2","1","N/A",": 136 m²",": 130 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos16707295/"
"","Rp 6 Miliar","98","98","8",": 1000 m²",": 800 m²","Rumah","ALDI (WGNR)","Diperbarui 5 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16707294/"
"Rumah modern 2 lantai, Sleman, Jogjakarta","Rp 2 Miliar","3","2","2",": 123 m²",": 139 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Diah","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16707168/"
"RUMAH MINIMALIS LOKASI STRATEGIS","Rp 550 Juta","3","1","N/A",": 104 m²",": 100 m²","Rumah, Dekat Sekolah","ALDI (WGNR)","Diperbarui 6 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos16707291/"
"Dijual Rumah Baru Jogja Demangan Caturtunggal Depok Sleman","Rp 3,25 Miliar","3","3","1",": 140 m²",": 210 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Endang ERA iREA Jogja","Diperbarui 6 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16707146/"
"Rumah Di Trimulyo, Sleman, Jogja","Rp 1,06 Miliar","3","2","2",": 354 m²",": 143 m²","Rumah","RINTO TANIZAR","Diperbarui 6 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos16707050/"
"Rumah Minimalis Luas Di Jogja Dekat Sleman City Hall","Rp 875 Juta","3","2","1",": 131 m²",": 70 m²","Rumah","ANITA SARI","Diperbarui 5 bulan yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16706790/"
"Rumah 200jutaan legalitas SHM bisa KPR dp 5% di Jln Wates","Rp 260 Juta","2","1","2",": 72 m²",": 40 m²","Rumah, Dekat Pusat Perbelanjaan","Ikke Setianee GP Realty GP Realty","Diperbarui 6 bulan yang lalu oleh","Cebongan, Yogyakarta","/properti/yogyakarta/hos16706720/"
"CLUSTER ONE GATE HARGA TERJANGKAU DI KAWASAN GITO GATI-PALAGAN, JOGJA UTARA","Rp 756 Juta","2","1","2",": 108 m²",": 57 m²","Rumah, Dekat Tempat Wisata, Dekat Tempat Ibadah, Dekat Landmark","Rumah Jogja Jogja","Diperbarui 6 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16706166/"
"Rumah di Tamsis Jogja","Rp 1,5 Miliar","7","3","2",": 223 m²",": 95 m²","Rumah","Oki","Diperbarui 6 bulan yang lalu oleh","Mergangsan, Yogyakarta","/properti/yogyakarta/hos16706066/"
"RUMAH MINIMALIS DIBAWAH 1 M DALAM PERUM","Rp 950 Juta","2","1","1",": 108 m²",": 45 m²","Rumah","Dhina Sari","Diperbarui 6 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16705919/"
"RUMAH MINIMALIS HARGA DISKON DALAM PERUMAHAN NITEN ASRI, SELANGKAH ADI TV, SMA BUDI MULIA, UNIVERSITAS RESPATI, LOTTE MART","Rp 550 Juta","3","1","N/A",": 89 m²",": 56 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","YENDING","Diperbarui 6 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16705817/"
"RUMAH MINIMALIS HARGA DISKON DALAM PERUMAHAN NITEN ASRI, SELANGKAH ADI TV, SMA BUDI MULIA, UNIVERSITAS RESPATI, LOTTE MART","Rp 550 Juta","3","1","N/A",": 89 m²",": 56 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Wenny Lestari","Diperbarui 6 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16705816/"
"Rumah Minimalis Modern Murah Siap Huni Jogja 30 Menit Ke Ugm","Rp 799 Juta","3","2","1",": 101 m²",": 70 m²","Rumah","FM ProLand","Diperbarui 6 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16705622/"
"Dijual Rumah Dekat Wisata Alam Di Jogja Free Cctv Smartlock","Rp 300 Juta","2","1","1",": 60 m²",": 30 m²","Rumah","Kawan Property","Diperbarui 6 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16647760/"
"Rumah Di Maguwoharjo Sleman Yogyakarta Dekat Stadion","Rp 799 Juta","2","1","1",": 142 m²",": 65 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata","Kawan Property","Diperbarui 2 minggu yang lalu oleh","Minomartani , Sleman","/properti/sleman/hos16647748/"
"Jual Rumah & Ruko di Tamantirto Dekat Kampus UMY","Rp 1,15 Miliar","3","2","1",": 164 m²",": 164 m²","Rumah","Andyanto kurniawan","Diperbarui 6 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos16645884/"
"Perumahan 2 lantai smart home termurah di Jogja barat","Rp 635 Juta","3","2","1",": 72 m²",": 55 m²","Rumah","Anggry Novian","Diperbarui 6 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos16639783/"
"RUMAH MEWAH 2 LANTAI DEKAT KAMPUS UPN YOGYAKARTA","Rp 1,68 Miliar","4","3","1",": 118 m²",": 160 m²","Rumah, Siap Huni, Dekat Sekolah","Yunan Fahmi","Diperbarui 3 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16645346/"
"Rumah Modern Full Furnished di Sleman Dekat Pakuwon Mall","Rp 1,95 Miliar","3","3","1",": 128 m²",": 188 m²","Rumah, Full Furnished, Siap Huni, Dekat Fasilitas Kesehatan","Siska Core","Diperbarui 6 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16645062/"
"Rumah Industrial Minimalis di Sleman Dekat Bandara Adisucipto","Rp 1,65 Miliar","4","3","2",": 137 m²",": 125 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Siska Core","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16644983/"
"Rumah Luas 4 Kamar di Sleman Dekat Kampus Uii","Rp 2,35 Miliar","4","3","1",": 169 m²",": 205 m²","Rumah, Dekat Sekolah","Siska Core","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16641314/"
"Rumah Baru 2 Lantai Elegan Modern 5 Menit Ke Kampus Mercubuana","Rp 1,13 Miliar","3","3","N/A",": 73 m²",": 120 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Lina Core","Diperbarui 1 hari yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16076515/"
"Rumah Scandinavian Modern di Trihanggo, Sleman Dekat Jambon Resto","Rp 1,2 Miliar","3","1","1",": 80 m²",": 65 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Lina Core","Diperbarui 1 hari yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16076517/"
"RUMAH BANGUNAN LAMA, ADA KOST KOSTAN LUAS 916 M2","Rp 6 Miliar","10","3","N/A",": 916 m²",": 700 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan","YAYAN (LAVO)","Diperbarui 6 jam yang lalu oleh","Depok, Sleman","/properti/sleman/hos16641862/"
"Rumah Baru Modern 2 Lantai 6 Menit Dari Transmart Maguwo","Rp 2,2 Miliar","5","5","2",": 148 m²",": 198 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Lina Core","Diperbarui 1 hari yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16076554/"
"Japandi House Semi Furnish di Banguntapan Dekat Amplaz Mall","Rp 1,25 Miliar","3","2","1",": 98 m²",": 80 m²","Rumah, Full Furnished, Dekat Sekolah","Lina Core","Diperbarui 1 hari yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16076516/"
"Rumah Ekslusif Dengan Private Pool Dekat Filosofi Kopi","Rp 5,5 Miliar","5","6","2",": 295 m²",": 400 m²","Rumah, Siap Huni, Dekat Sekolah","Siska Core","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16641218/"
"Rumah joglo etnik SHM kawasan wisata Prambanan","Rp 550 Juta","3","1","1",": 100 m²",": 60 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Ikke Setianee GP Realty GP Realty","Diperbarui 6 bulan yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos16641149/"
"Rumah Baru Siap Huni 400 Jt An Strategis Dekat Kampus Dan Fasum Lainnya","Rp 442 Juta","3","1","1",": 72 m²",": 45 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Ari Sujatmoko","Diperbarui 2 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos15337575/"
"Siap KPR DP 10% cicilan ringan rumah Siap Huni SHM","Rp 675 Juta","2","1","1",": 84 m²",": 50 m²","Rumah, Siap Huni","Ikke Setianee GP Realty GP Realty","Diperbarui 6 bulan yang lalu oleh","Caturtunggal, Yogyakarta","/properti/yogyakarta/hos16640949/"
"Rumah Bagus Semi Furnished di Sleman Dekat Superindo Kaliurang","Rp 1,7 Miliar","4","4","2",": 111 m²",": 180 m²","Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan","Siska Core","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16640847/"
"Rumah Scandinavian Modern Dalam Perum Baru di Sedayu, Bantul","Rp 492 Juta","2","1","1",": 77 m²",": 45 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Lina Core","Diperbarui 1 hari yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16076510/"
"Rumah Mewah Elegan 2 Lantai Dalam Perumahan di Ngemplak, Sleman","Rp 996 Juta","3","3","1",": 102 m²",": 90 m²","Rumah, Dekat Sekolah","Lina Core","Diperbarui 1 hari yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16076512/"
"Dijual Rumah Minimalis Modern Murah Dalam Perum Area Pemda Sleman","Rp 395 Juta","3","1","1",": 104 m²",": 68 m²","Rumah","Brigitta Yulia","Diperbarui 6 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos16640773/"
"5 Menit Ke Kampus UII, One Gate Cluster Jl Kaliurang Km 12,5 Jogja","Rp 1,21 Miliar","3","3","2",": 106 m²",": 100 m²","Rumah, Dekat Sekolah, Dekat Landmark","Mulana Indra","Diperbarui 6 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16640567/"
"MURAH!! JUAL KOS KOSAN SELATAN KAMPUS UTY GLAGAHSARI UMBULHARJO","Rp 1,6 Miliar","18","4","N/A",": 138 m²",": 250 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Yahya Abdulloh","Diperbarui 6 bulan yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos16640518/"
"BARU!! RUMAH BARU GRESS CANTIK DI MRISI KASIHAN DEKAT PASAR NITEN","Rp 500 Juta","3","1","1",": 95 m²",": 60 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Yahya Abdulloh","Diperbarui 6 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos16640269/"
"Rumah SHM di Sentolo, Kulon Progo","Rp 340 Juta","2","1","1",": 36 m²",": 70 m²","Rumah, Dekat Akses Transportasi","Kirana","Diperbarui 6 bulan yang lalu oleh","Sentolo, Kulon Progo","/properti/kulon-progo/hos16639400/"
"Jual Rumah Induk, Kost2an, Paviliun, Ruang Usaha Dekat Kampus UPY","Rp 1,2 Miliar","10","4","1",": 228 m²",": 250 m²","Rumah","Brigitta Yulia","Diperbarui 6 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos16639266/"
"Rumah Siap Huni Di Seyegan 3 Kamar Tidur","Rp 493 Juta","3","1","1",": 92 m²",": 60 m²","Rumah, Subsidi, Siap Huni","Nurul","Diperbarui 6 bulan yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos16639121/"
"Rumah American Classic Minimalis di Sleman Dekat Westlake Resto","Rp 700 Juta","2","1","1",": 90 m²",": 52 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Siska Core","Diperbarui 6 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16639066/"
"Akses Jalan Aspal Lebar 2 Mobil Papasan Sold 1 Unit","Rp 492 Juta","3","1","1",": 90 m²",": 53 m²","Rumah, Subsidi, Dekat Sekolah","Nurul","Diperbarui 6 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos16639017/"
"RUMAH DENGAN ""SMART HOME SYSTEM ""DI CITRA SUN GARDEN","Rp 5,5 Miliar","4","3","2",": 276 m²",": 240 m²","Rumah, Dekat Sekolah","agung","Diperbarui 6 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos16638717/"
"Rumah Baru di Jalan Magelang Siap Huni Cuma 600 Jutaan Aja","Rp 670 Juta","3","2","1",": 105 m²",": 80 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark","Novika Novie","Diperbarui 6 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos16638508/"
"Rumah Dijual TERMURAH Dalam Beteng Kraton Yogyakarta","Rp 1,3 Miliar","3","1","N/A",": 100 m²",": 90 m²","Rumah","Yahya Abdulloh","Diperbarui 5 hari yang lalu oleh","Kraton, Yogyakarta","/properti/yogyakarta/hos16585706/"
"Jual Rumah di Pawirotaman Yogyakarta","Rp 8 Miliar","8","2","2",": 649 m²",": 400 m²","Rumah","Andyanto kurniawan","Diperbarui 6 hari yang lalu oleh","Mergangsan, Yogyakarta","/properti/yogyakarta/hos16585607/"
"RUMAH BARU UNIT POJOK - VIEW SAWAH dalam PERUMAHAN PURI ISMAIL","Rp 665 Juta","3","1","N/A",": 97 m²",": 60 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Yahya Abdulloh","Diperbarui 5 hari yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16583776/"
