title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
"Kos²an Lokasi Dekat UMY, AMAYO, ALMA ATTA Rumah SHM Bagus","Rp 1,1 Miliar","7","7","N/A",": 149 m²",": 149 m²","Rumah, Dekat Sekolah","Yahya Abdulloh","Diperbarui 5 hari yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos16583401/"
"RUMAH BARU !! Ready 1 unit rumah minimalis area kajundanan","Rp 799 Juta","3","2","1",": 107 m²",": 100 m²","Rumah","Yahya Abdulloh","Diperbarui 5 hari yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16582820/"
"200JTAN!! RUMAH MURAH DALAM PERUMAHAN DEKAT CANDI PRAMBANAN","Rp 285 Juta","2","1","1",": 32 m²",": 68 m²","Rumah, Siap Huni, Dekat Tempat Wisata, Dekat Tempat Ibadah","Yahya Abdulloh","Diperbarui 16 jam yang lalu oleh","Prambanan, Sleman","/properti/sleman/hos16580666/"
"Rumah 2 Lantai di Sidokarto, Godean, Dekat SMAN 1 Godean, Bu, Perlu Terjual Cepat.","Rp 850 Juta","4","2","1",": 194 m²",": 224 m²","Rumah","A Caecilia Dwi Rahayuningsih LJ Hooker","Diperbarui 6 hari yang lalu oleh","Godean, Sleman","/properti/sleman/hos16573605/"
"RUMAH BARU DEKAT KANTOR KEC. BERBAH SLEMAN YOGYAKARTA","Rp 435 Juta","3","1","1",": 100 m²",": 50 m²","Rumah","Yahya Abdulloh","Diperbarui 5 hari yang lalu oleh","Berbah, Sleman","/properti/sleman/hos16576014/"
"Rumah Baru Mewah Dlm Perumahan Belakang Hotel Hyatt Dkt Ugm Dan Tugu","Rp 2 Miliar","4","4","2",": 191 m²",": 115 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Faza Jogja ID Property","Diperbarui 1 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16511659/"
"Rumah Murah Minimalis Baru Dlm Cluster Area Jln Wates Km 6 Dkt Umy","Rp 450 Juta","2","1","N/A",": 95 m²",": 45 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Faza Jogja ID Property","Diperbarui 1 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16511614/"
"Rumah Mewah 2 Lantai di Perumahan Nirwana Residence Ngaglik Sleman","Rp 1,8 Miliar","5","2","1",": 129 m²",": 100 m²","Rumah, Full Furnished","DANIEL AGUNG","Diperbarui 2 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16511253/"
"Rumah Mewah 2 Lantai 5 Menit Dari Pasar Gentan","Rp 1,85 Miliar","4","3","1",": 135 m²",": 165 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Lina Core","Diperbarui 2 minggu yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16076342/"
"Jual Rumah Di Banguntapan Jalan Imogiri Timur","Rp 675 Juta","3","1","2",": 126 m²",": 90 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah","Andyanto kurniawan","Diperbarui 2 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16509871/"
"Jual Rumah Di Nogotirto Jalan Godean","Rp 1,65 Miliar","5","3","1",": 140 m²",": 140 m²","Rumah, Dekat Sekolah","Andyanto kurniawan","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16505959/"
"Rumah Baru Desain Mewah Dekat Kampus UII Jalan Kaliurang Km 13","Rp 1,55 Miliar","3","3","1",": 120 m²",": 200 m²","Rumah, Dekat Sekolah, Dekat Landmark","Muhlisin panoramicland","Diperbarui 3 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16441613/"
"Beli Rumah Mewah Di Mlati 2 Lantai Dekat Dari Jalan Magelang","Rp 2,1 Miliar","3","3","1",": 133 m²",": 120 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Ruth Wastu","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16440134/"
"Kost Murah Tepi Jalan Kabupaten Dekat Rs Ugm, Kampus Uty Dan Jcm","Rp 2,7 Miliar","11","11","5",": 150 m²",": 200 m²","Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan","Faza Jogja ID Property","Diperbarui 1 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16439352/"
"Rumah siap huni dan pesan bangun strategis dekat stadion maguwoharjo","Rp 898 Juta","3","2","1",": 90 m²",": 65 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Anggry Novian","Diperbarui 3 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos16438817/"
"Rumah joglo view merapi","Rp 3,8 Miliar","3","2","4",": 475 m²",": 130 m²","Rumah, Dekat Sekolah","Irna sushenti","Diperbarui 1 minggu yang lalu oleh","Sleman, Sleman","/properti/sleman/hos16438755/"
"RUMAH SUASANA PEDESAAN DEKAT PASAR BIBIS GODEAN","Rp 510 Juta","2","1","N/A",": 136 m²",": 130 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","SUNTORO HGCN","Diperbarui 3 minggu yang lalu oleh","Godean, Sleman","/properti/sleman/hos16435748/"
"Rumah Cantik, Etnik Jawa Bali.","Rp 5,5 Miliar","8","7","N/A",": 421 m²",": 320 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Puspita theresia","Diperbarui 2 minggu yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos16434811/"
"Rumah Semi Furnish Tanah Luas Di Kalasan Dekat Rs Hermina Jogja","Rp 1,28 Miliar","4","2","1",": 207 m²",": 160 m²","Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Ruth Wastu","Diperbarui 2 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos16431970/"
"Ar Rumah Jual Murah Sleman dekat stadion Maguwoharjo","Rp 765 Juta","3","2","1",": 103 m²",": 80 m²","Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata","Umi Susanti","Diperbarui 3 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16431704/"
"RUMAH 2LT DLM PERUMAHAN EMERALD GARDEN BANGUNTAPAN","Rp 1,3 Miliar","3","3","N/A",": 112 m²",": 103 m²","Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan","SUNTORO HGCN","Diperbarui 3 minggu yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16431580/"
"RUMAH BARU DALAM PERUMAHAN DEKAT KAMPUS UII KALIURANG","Rp 2,5 Miliar","4","2","N/A",": 250 m²",": 180 m²","Rumah, Dekat Sekolah, Dekat Landmark","SUNTORO HGCN","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16430980/"
"Rumah Kos di Taman Siswa 7 Mnt Ke Kraton, Alun Alun, Malioboro","Rp 1,95 Miliar","12","12","2",": 350 m²",": 211 m²","Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan","Buildoctor ManagementConstruction","Diperbarui 2 minggu yang lalu oleh","Mergangsan, Yogyakarta","/properti/yogyakarta/hos16430893/"
"RUMAH BARU SIAP HUNI DEKAT BALAIKOTA YOGYAKARTA","Rp 4 Miliar","13","8","N/A",": 418 m²",": 350 m²","Rumah, Siap Huni, Dekat Sekolah","SUNTORO HGCN","Diperbarui 3 minggu yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos16430756/"
"Villa Pakem Lokasi Tersebunyi Penuh Ketenangan","Rp 3,3 Miliar","3","3","5",": 800 m²",": 200 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah","Andrew Jogja Property","Diperbarui 3 minggu yang lalu oleh","Pakem, Sleman","/properti/sleman/hos16430338/"
"Dijual Rumah Baru 4 Kamar Tidur Di Maguwoharjo, Dekat Kampus Upn","Rp 1,69 Miliar","4","3","2",": 119 m²",": 160 m²","Rumah, Bebas Banjir, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan","Ruth Wastu","Diperbarui 4 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos16364606/"
"Rumah Mewah Di Mlati Dekat Sleman City Hall, Harga Terjangkau","Rp 2,09 Miliar","3","3","1",": 109 m²",": 150 m²","Rumah, DP 0%, Dekat Sekolah","Ruth Wastu","Diperbarui 4 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16364493/"
"Dijual Rumah Baru di Sleman Jogja Lingkungan Cluster Kalasan","Rp 1 Miliar","2","1","N/A",": 115 m²",": 50 m²","Rumah, Dekat Akses Transportasi","susilo","Diperbarui 4 minggu yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos16363326/"
"Dijual Rumah Pribadi Kos Kosan Dan Ruko di Jetis Yogya","Rp 6 Miliar","4","2","4",": 484 m²",": 559 m²","Rumah","Ardhi Firmansah","Diperbarui 1 minggu yang lalu oleh","Jetis, Bantul","/properti/bantul/hos16359248/"
"Segera Dapatkan Rumah Dengan Bonus Terbatas Only 265juta","Rp 265 Juta","2","1","1",": 76 m²",": 36 m²","Rumah","Nourmaan Dhito","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16359163/"
"Rumah Pesan Bangun Dengan Mini Carport Dan View Sawah","Rp 390 Juta","2","1","N/A",": 95 m²",": 36 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah","Nourmaan Dhito","Diperbarui 3 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16358233/"
"Dijual Rumah Murah Siap Huni Mlati Sleman Dekat Kampus Ugm","Rp 1,75 Miliar","3","3","1",": 150 m²",": 170 m²","Rumah, Siap Huni, Dekat Sekolah","Endang ERA iREA Jogja","Diperbarui 2 minggu yang lalu oleh","Mlati, Sleman","/properti/sleman/hos16357609/"
"Termurah Sejangkang Luas Tanah 94m2 Type Bangunan 36","Rp 390 Juta","2","1","1",": 95 m²",": 36 m²","Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah","Nourmaan Dhito","Diperbarui 3 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16356338/"
"Rumah Baru di Semanu Kabupaten Gunung Kidul","Rp 236 Juta","2","1","1",": 60 m²",": 36 m²","Rumah, Dekat Sekolah","farida dwi astuti","Diperbarui 1 minggu yang lalu oleh","Semanu, Gunung Kidul","/properti/gunung-kidul/hos16354892/"
"Rumah di Jangkang Nyaman Dengan 2 Kamar Pemandangan Alam","Rp 250 Juta","2","1","1",": 76 m²",": 36 m²","Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata","Nourmaan Dhito","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16354251/"
"Rumah Modern Pesan Bangun Free Design Dekat Kampus Uii","Rp 250 Juta","2","1","1",": 76 m²",": 36 m²","Rumah, Dekat Sekolah","Nourmaan Dhito","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16353596/"
"Rumah Pesan Bangun Bebas Design All In Legalitas Only 265juta","Rp 265 Juta","2","1","1",": 76 m²",": 36 m²","Rumah, Dekat Fasilitas Kesehatan","Nourmaan Dhito","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16353407/"
"RUMAH DI MAGUWOHARJO COCOK UNTUK HUNIAN & INVESTASI","Rp 1,2 Miliar","3","3","1",": 125 m²",": 150 m²","Rumah, Dekat Sekolah, Dekat Tempat Wisata","Epro Jogja","Diperbarui 4 minggu yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16352987/"
"Dijual murah kost exclusive 12 kamar tidur full furnish area seturan upn","Rp 3,6 Miliar","12","12","2",": 119 m²",": 255 m²","Rumah, Full Furnished, Dekat Sekolah","Nanang Ibrahim","Diperbarui 2 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos16352724/"
"TERMURAH ! JARANG ADA ! RUMAH MEWAH LUX POSISI HOOK FULLY FURNISHED DI DALAM PERUMAHAN ELITE GREEN HILLS NGAGLIK SLEMAN","Rp 3,5 Miliar","3","3","1",": 170 m²",": 130 m²","Rumah, Full Furnished, Dekat Sekolah","Ayanti Sahabat Properti Jogja","Diperbarui 3 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16304961/"
"Cukup 1 Juta Dapat Rumah Minimalis Di Jetis Bantul","Rp 299 Juta","2","1","1",": 66 m²",": 36 m²","Rumah, Subsidi","Arlis Wastu","Diperbarui 4 minggu yang lalu oleh","Jetis, Bantul","/properti/bantul/hos16304535/"
"RUMAH DI CONDONG CATUR DEKAT KAMPUS UGM,UPN,UNY,SANATA DHARMA","Rp 3,5 Miliar","6","6","1",": 496 m²",": 300 m²","Rumah, Dekat Sekolah","Epro Jogja","Diperbarui 1 bulan yang lalu oleh","Condong Catur, Sleman","/properti/sleman/hos16302849/"
"Jual Rumah di Condongcatur Sleman","Rp 3,5 Miliar","6","6","3",": 496 m²",": 300 m²","Rumah","Andyanto kurniawan","Diperbarui 1 bulan yang lalu oleh","Depok, Sleman","/properti/sleman/hos16301987/"
"Rumah Super Luas Siap Huni Dalam Perumahan di Banguntapan","Rp 1,65 Miliar","4","3","1",": 204 m²",": 170 m²","Rumah, Siap Huni, Dekat Akses Transportasi","Lina Core","Diperbarui 1 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16270148/"
"Rumah Mewah Luas Full Furnished Dekat 5 Menit Ke Mirota Godean","Rp 6,5 Miliar","4","4","2",": 351 m²",": 650 m²","Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan","Lina Core","Diperbarui 1 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos16076593/"
"Rumah Siap Huni Dengan Mezzanine Carport Luas Dalam Perum","Rp 950 Juta","3","1","2",": 102 m²",": 90 m²","Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah","Lina Core","Diperbarui 1 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16269969/"
"Rumah Baru Modern Cantik Dekat Pasar Turi Sleman","Rp 460 Juta","2","1","1",": 108 m²",": 48 m²","Rumah, Dekat Fasilitas Kesehatan, Dekat Landmark","Lina Core","Diperbarui 1 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16076585/"
"Rumah 2 Lantai Baru Hanya 5 Menit Dari Kampus Ugm","Rp 2,36 Miliar","3","2","1",": 141 m²",": 120 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Lina Core","Diperbarui 1 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16076584/"
"Rumah Modern Cantik 2 Kamar Siap Huni Dekat Kampus Uii Jakal","Rp 698 Juta","2","1","1",": 103 m²",": 65 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark","Rifaza Core","Diperbarui 4 minggu yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16301513/"
"Smarthome Dalam Perum Jogja Barat Sedayu Dekat Kampus Mercubuana","Rp 650 Juta","2","1","1",": 108 m²",": 45 m²","Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah","Lina Core","Diperbarui 1 bulan yang lalu oleh","Sedayu, Bantul","/properti/bantul/hos16076655/"
"Rumah 2 Lantai Tanah Luas Dekat Tugu Jogja Dan Kampus Ugm Uny","Rp 6,5 Miliar","3","2","4",": 1218 m²",": 300 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Lina Core","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16076663/"
"Rumah 2 Lantai Baru Konsep Modern Dekat Jogja Bay Waterpark","Rp 1,82 Miliar","4","2","1",": 99 m²",": 150 m²","Rumah, Dekat Sekolah, Dekat Landmark","Lina Core","Diperbarui 1 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16076576/"
"PERUM CITRA GRAND MUTIARA","Rp 1,9 Miliar","N/A","N/A","N/A",": 165 m²",": 160 m²","Rumah","Robert Raywhite Central Jogja","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16300726/"
"Rumah Svandinavian Hanya Selangkah Dari SD Model Sleman","Rp 885 Juta","3","2","1",": 110 m²",": 60 m²","Rumah, Dekat Sekolah","Rifaza Core","Diperbarui 1 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16300169/"
"Rumah Murah Sleman Barat 600m Ponpes Bina Ummat","Rp 350 Juta","2","1","1",": 105 m²",": 50 m²","Rumah, Siap Huni, Bebas Banjir, Dekat Sekolah","info rumah jogja kita","Diperbarui 2 minggu yang lalu oleh","Moyudan, Sleman","/properti/sleman/hos16299382/"
"Rumah Minimalis modern di Jakal km 9","Rp 1,5 Miliar","3","2","1",": 121 m²",": 200 m²","Rumah","agung","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16299270/"
"Jual Rumah Perum Kadipolo Asri Sendangtirto Berbah Sleman Jogja","Rp 950 Juta","3","3","2",": 167 m²",": 100 m²","Rumah","Gaffar","Diperbarui 2 minggu yang lalu oleh","Berbah, Sleman","/properti/sleman/hos16297510/"
"Baru Ajah Jadi Hunian Modern Di Ambarketawang Gamping","Rp 775 Juta","3","1","1",": 141 m²",": 141 m²","Rumah, Siap Huni, Dekat Sekolah","Yakob property GT","Diperbarui 2 minggu yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16295707/"
"Rumah 2 Lantai Di Ngaglik Dekat Ke Sleman City Hall","Rp 1,58 Miliar","4","2","1",": 120 m²",": 80 m²","Rumah, Dekat Sekolah","Ruth Wastu","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16294252/"
"Jual Rumah di Baciro Yogyakarta","Rp 5,5 Miliar","4","4","2",": 286 m²",": 200 m²","Rumah","Andyanto kurniawan","Diperbarui 1 bulan yang lalu oleh","Gondokusuman, Yogyakarta","/properti/yogyakarta/hos16223262/"
"RUMAH BARU MODERN KEKINIAN DI DEKAT LOTTEMART MAGUWOHARJO DEPOK SLEMAN","Rp 800 Juta","3","2","N/A",": 112 m²",": 95 m²","Rumah, Dekat Sekolah","Muhlisin panoramicland","Diperbarui 3 minggu yang lalu oleh","Depok, Sleman","/properti/sleman/hos16221922/"
"Rumah Siap Huni Palagan Sleman Dekat Kampus Uii Jalan Kaliurang","Rp 750 Juta","3","2","1",": 125 m²",": 78 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Lina Core","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16076642/"
"Rumah Minimalis Dalam Cluster Siap Huni Dekat Kampus Umy","Rp 485 Juta","2","1","1",": 104 m²",": 80 m²","Rumah, Siap Huni, Dekat Sekolah","Lina Core","Diperbarui 1 bulan yang lalu oleh","Kasihan, Bantul","/properti/bantul/hos16076645/"
"Rumah 2 Lantai Baru Elegan di Sleman Utara Dekat Pasar Gentan","Rp 1,25 Miliar","3","3","2",": 100 m²",": 110 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark","Lina Core","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16076668/"
"Rumah Baru Barat Puskesmas Mlati 2 Jl. Kebon Agung Seyegan","Rp 720 Juta","2","2","1",": 99 m²",": 70 m²","Rumah, Siap Huni, Bebas Banjir, Dekat Pusat Perbelanjaan","info rumah jogja kita","Diperbarui 2 minggu yang lalu oleh","Seyegan, Sleman","/properti/sleman/hos16220091/"
"Rumah Scandinavian Minimalis dekat Ke Rsu Mitra Sehat","Rp 499 Juta","2","1","1",": 141 m²",": 56 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Siska Core","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16075758/"
"Unit Terakhir Hook Siap Huni Dekat Psar Jangkang Ngemplak Sleman","Rp 845 Juta","3","2","2",": 136 m²",": 100 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","info rumah jogja kita","Diperbarui 2 minggu yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16219212/"
"Rumah Gaya Jepang Oriental Pertama Di Jogja, Yuk Booking Sekarang","Rp 1,88 Miliar","3","2","1",": 120 m²",": 114 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Rifaza Core","Diperbarui 1 bulan yang lalu oleh","Gamping, Sleman","/properti/sleman/hos16077246/"
"Rumah Dekat Kampus Uad di Jl Imogiri Barat Km 13 Proses Bangun","Rp 495 Juta","3","2","1",": 55 m²",": 168 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Hamdan Nugroho","Diperbarui 1 minggu yang lalu oleh","Jetis, Bantul","/properti/bantul/hos16218120/"
"Rumah SHM - Sertifikat Hak Milik di GG Ranusimedjo, Kusumanegara, Umbulharjo","Rp 1,5 Miliar","5","5","1",": 100 m²",": 105 m²","Rumah, Dekat Sekolah","Ilham Aliky Martak","Diperbarui 4 minggu yang lalu oleh","Umbulharjo, Yogyakarta","/properti/yogyakarta/hos16216715/"
"RUMAH BESAR DAN KOST2AN DI JALAN KALIURANG KM 9.3","Rp 3,7 Miliar","8","7","N/A",": 545 m²",": 600 m²","Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Landmark","SUNTORO HGCN","Diperbarui 1 bulan yang lalu oleh","Ngaglik, Sleman","/properti/sleman/hos16216376/"
"Rumah murah strategis dekat pintu tol di jl Godean km.13","Rp 390 Juta","2","1","1",": 98 m²",": 40 m²","Rumah, Dekat Akses Transportasi","Anggry Novian","Diperbarui 1 bulan yang lalu oleh","Godean, Sleman","/properti/sleman/hos16215272/"
"Rumah mezzanine siap huni strategis 5 menit dari ambarukmo plaza","Rp 975 Juta","3","2","1",": 106 m²",": 70 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan","Anggry Novian","Diperbarui 1 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16214673/"
"Dijual Cepat Rumah di Jl Tohpati Taman Siswa Jogja, Oki","Rp 1,5 Miliar","7","3","2",": 223 m²",": 95 m²","Rumah","Rina Madrid","Diperbarui 4 hari yang lalu oleh","Jetis, Yogyakarta","/properti/yogyakarta/hos15994156/"
"RUMAH MEWAH DI KOTA GEDE DLM KOTA JOGJAKARTA","Rp 4,8 Miliar","6","6","N/A",": 500 m²",": 366 m²","Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah","SUNTORO HGCN","Diperbarui 1 bulan yang lalu oleh","Kotagede, Yogyakarta","/properti/yogyakarta/hos16212337/"
"Dijual Rumah Murah di Jln.Potorono Banguntapan dekat jln.wonosari","Rp 865 Juta","5","3","2",": 148 m²",": 200 m²","Rumah","Faruq Akbar","Diperbarui 2 bulan yang lalu oleh","Banguntapan, Bantul","/properti/bantul/hos16114988/"
"Rumah Dekat Swalayan Pamella 7 Purwomartani","Rp 575 Juta","3","2","N/A",": 100 m²",": 80 m²","Rumah","Gede Arya","Diperbarui 1 bulan yang lalu oleh","Kalasan, Sleman","/properti/sleman/hos16143813/"
"Rumah Baru 500 Jutaan Siap Huni di Bantul Dekat Kampus Isi Jogja","Rp 550 Juta","2","1","1",": 100 m²",": 62 m²","Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan","Lina Core","Diperbarui 2 bulan yang lalu oleh","Bantul, Bantul","/properti/bantul/hos16076730/"
"Rumah Baru 300 Jutaan Minimalis Sribitan Dekat Kampus Umy Bantul","Rp 385 Juta","2","1","1",": 78 m²",": 36 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan","Lina Core","Diperbarui 2 bulan yang lalu oleh","Bantul, Yogyakarta","/properti/yogyakarta/hos16076724/"
"Rumah Baru 2 Lantai Modern 7 Menit Dari Ambarrukmo Plaza","Rp 1,3 Miliar","3","3","1",": 91 m²",": 120 m²","Rumah, Siap Huni, Dekat Sekolah","Lina Core","Diperbarui 2 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16076282/"
"Rumah Kontemporer Mewah Dalam Cluster di Maguwoharjo Dekat Upn","Rp 2,04 Miliar","4","3","1",": 120 m²",": 150 m²","Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah","Rifaza Core","Diperbarui 4 bulan yang lalu oleh","Maguwoharjo, Yogyakarta","/properti/yogyakarta/hos16142933/"
"Rumah Bagus Minimalis Modern Sleman Utara 7 Menit Ke Rsud Sleman","Rp 595 Juta","3","3","1",": 184 m²",": 110 m²","Rumah, Siap Huni, Dekat Sekolah","Lina Core","Diperbarui 2 bulan yang lalu oleh","Tempel, Sleman","/properti/sleman/hos16076278/"
"Rumah Baru Scandinavian 895 Juta di Maguwo Sleman Dekat Seturan","Rp 895 Juta","3","1","1",": 157 m²",": 69 m²","Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah","Lina Core","Diperbarui 2 bulan yang lalu oleh","Sleman, Yogyakarta","/properti/yogyakarta/hos16076723/"
"RUMAH SEDANG PROSES FINISHING DEKAT POLRES SLEMAN","Rp 700 Juta","3","2","1",": 119 m²",": 93 m²","Rumah, Dekat Tempat Ibadah","Uut Benka Property Yogya","Diperbarui 2 bulan yang lalu oleh","Sleman, Sleman","/properti/sleman/hos16142218/"
"RUMAH CANTIK DI WEDOMARTANI COCOK UNTUK HUNIAN & INVESTASI","Rp 975 Juta","3","2","1",": 135 m²",": 80 m²","Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan","Epro Jogja","Diperbarui 1 bulan yang lalu oleh","Ngemplak, Sleman","/properti/sleman/hos16142066/"
